#;Foldername;Flight Field ID;Project;Route type (MS, 3D, Thermal, RGB);Drone Model;Drone Pilot;Reflectance Panel (New/Old);Flight Date;Flight Start;Flight End;Wind Speed;Flight Comments;Step 1 P4D Proj.;Done by;Workable Data;P4D Processing;Done by;PC Used;Processing Comments;Flight Height;Side Overlap;Front Overlap;Wind (m/s);Drone type;New folder name;Root Folder;Flight path;Pix4D path
281;DJI_202506301057_005_25-Søråsjordet-Oblique-20m-75-70;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;Christopher;;30-Jun-2025;10:59;11:17;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;;M4T;20250630 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250630 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250630 ProBarSørås M4T 20m 3D 75 70
282;DJI_202506301243_008_25-G2BOatFrontiers-Oblique-20m-75-70;G2BOatFrontiers;Gene2Bread;3D;M4T;Christopher;;30-Jun-2025;12:45;12:51;;;;;;Yes;Ludvik;Thinkstation P8;;20m;75;70;;M4T;20250630 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250630 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250630 G2BOatFrontiers M4T 20m 3D 75 70
283;DJI_202506301243_010_25-DiversityOats-Oblique-20m-75-70;DiversityOats;DiversityOats;3D;M4T;Christopher;;30-Jun-2025;12:59;13:11;;;;;;Yes;Ivar;Thinkstation P8;;20m;75;70;;M4T;20250630 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250630 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250630 DiversityOats M4T 20m 3D 75 70
284;DJI_202506301319_012_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Ivar;;30-Jun-2025;13:20;13:28;;;;;;Yes;Frederic;Thinkstation P8;;20m;80;85;4;M4T;20250630 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250630 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250630 RobOat M4T 20m 3D 80 85
285;DJI_202506301319_013_25-SmartWheatBox-Oblique-20m-75-70;SmartWheatBox;SmartWheat - DroughtBOX;3D;M4T;Ivar;;30-Jun-2025;13:30;13:40;;;;;;Yes;Ludvik;Thinkstation P8;;20m;70;75;4,5;M4T;20250630 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\20250630 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\3D\20250630 SmartWheatBox M4T 20m 3D 70 75
286;DJI_202506301319_014_25-ProBarVoll-Oblique-20m-75-70;ProBarVoll;ProteinBar - Vollebekk;3D;M4T;Ivar;;30-Jun-2025;13:42;13:42;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;2,6;M4T;20250630 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250630 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250630 ProBarVoll M4T 20m 3D 75 70
287;DJI_202506301406_016_25-Soldeling-Thermal-30m-80-85;Soldeling;Soldeling i Landbruk;Thermal;M4T;Christopher;;30-Jun-2025;14:07;14:13;;images on FLIR;;;;;;;;30m;80;85;3,1;M4T;20250630 Soldeling M4T 30m Thermal 80 85;P:\PheNo\Soldeling\1_flights\Soldeling\Thermal\;P:\PheNo\Soldeling\1_flights\Soldeling\Thermal\20250630 Soldeling M4T 30m Thermal 80 85;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\Thermal\20250630 Soldeling M4T 30m Thermal 80 85
288;DJI_202506301433_018_25-SmartWheatGram-Thermal-20m-75-70;SmartWheatGram;SmartWheat - Graminor;Thermal;M4T;Ivar;;30-Jun-2025;14:35;14:39;;images on FLIR;;;;;;;;50m;75;70;3,75;M4T;20250630 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\20250630 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\Thermal\20250630 SmartWheatGram M4T 50m Thermal 75 70
289;DJI_202506301433_019_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;Ivar;;30-Jun-2025;14:40;14:43;;images on FLIR;;;;;;;;20m;85;80;2,9;M4T;20250630 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250630 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250630 SmartWheatBox M4T 20m Thermal 85 80
290;DJI_202506301433_020_25-DLTFarming-Oblique-20m-75-70;RyeGrass;DLT-Farming;3D;M4T;Ivar;;30-Jun-2025;14:45;14:51;;;;;;Not needed;;;;20m;75;70;1;M4T;20250630 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250630 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250630 RyeGrass M4T 20m 3D 75 70
291;DJI_202506301502_022_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Ivar;;30-Jun-2025;15:03;15:06;;images on FLIR;;;;;;;;30m;80;85;1,65;M4T;20250630 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250630 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250630 RobOat M4T 30m Thermal 80 85
292;DJI_202507011113_005_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-2;Christopher;new;1-Jul-2025;11:15;11:25;;;;;;Yes;Frederic;Thinkstation P8;;12m;85;80;8,1;M3M-2;20250701 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250701 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250701 RobOat M3M-2 12m MS 85 80
293;DJI_202507011016_001_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;Christopher;;1-Jul-2025;10:18;10:20;;;;;;;;;;12m;85;80;4,9;M4T;20250701 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250701 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250701 SmartWheatBox M4T 12m RGB 85 80
294;DJI_202507011016_002_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Ivar;;1-Jul-2025;10:21;10:29;;;;;;Yes;Frederic;Thinkstation P8;;20m;80;85;5,13;M4T;20250701 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250701 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250701 RobOat M4T 20m 3D 80 85
295;DJI_202507011044_004_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Ivar;new;1-Jul-2025;10:46;10:49;;images on FLIR;;;;;;;;30m;80;85;7,4;M4T;20250701 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250701 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250701 RobOat M4T 30m Thermal 80 85
296;DJI_202507021340_003_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Kristoffer;new + carpet;2-Jul-2025;13:45;13:47;;Sun + Clouds;;;;;;;;30m;80;85;2,8;M4T;20250702 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250702 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250702 RobOat M4T 30m Thermal 80 85
297;DJI_202507021340_005_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Kristoffer;new + carpet;2-Jul-2025;13:49;13:57;;Sun + Clouds;;;;Yes;Frederic;Thinkstation P8;;20m;80;85;2,55;M4T;20250702 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250702 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250702 RobOat M4T 20m 3D 80 85
298;DJI_202507021319_002_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-2;Kristoffer;new + carpet;2-Jul-2025;13:25;13:35;;Sun + Clouds;;;;Yes;Frederic;Thinkstation P8;;12m;85;80;3,3;M3M-2;20250702 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250702 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250702 RobOat M3M-2 12m MS 85 80
299;DJI_202507021340_007_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;Kristoffer;new + carpet;2-Jul-2025;14:02;14:05;;Sun + Clouds;;;;;;;;20m;85;80;5;M4T;20250702 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250702 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250702 SmartWheatBox M4T 20m Thermal 85 80
300;DJI_202507031311_001;SmartTunnel;SmartWheat - Polytunnel;MS_MANUAL;M3M-2;Kristoffer;new + carpet;3-Jul-2025;;;;;;;;;;;;;;;;M3M-2;20250703 SmartTunnel M3M-2 MS_MANUAL;P:\PheNo\SmartWheat\1_flights\SmartWheatTunnel\MS_MANUAL\;P:\PheNo\SmartWheat\1_flights\SmartWheatTunnel\MS_MANUAL\20250703 SmartTunnel M3M-2 MS_MANUAL;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatTunnel\MS_MANUAL\20250703 SmartTunnel M3M-2 MS_MANUAL
301;DJI_202507041143_002_25-Soldeling-Thermal-30m-80-85;Soldeling;Soldeling i Landbruk;Thermal;M4T;Frederic;;4-Jul-2025;11:44;11:50;;patchy clouds;;;;;;;;30m;80;85;2,1;M4T;20250704 Soldeling M4T 30m Thermal 80 85;P:\PheNo\Soldeling\1_flights\Soldeling\Thermal\;P:\PheNo\Soldeling\1_flights\Soldeling\Thermal\20250704 Soldeling M4T 30m Thermal 80 85;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\Thermal\20250704 Soldeling M4T 30m Thermal 80 85
302;DJI_202507041158_003_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;Frederic;;4-Jul-2025;12:01;12:04;;patchy clouds;;;;;;;;20m;85;80;1,91;M4T;20250704 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250704 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250704 SmartWheatBox M4T 20m Thermal 85 80
303;DJI_202507040921_004_25-DLTFarming-MS-20m-85-80;RyeGrass;DLT-Farming;MS;M3M-2;Frederic;new;4-Jul-2025;;;;patchy clouds;;;;Not needed;;;;20m;85;80;0,766666667;M3M-2;20250704 RyeGrass M3M-2 20m MS 85 80;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\MS\20250704 RyeGrass M3M-2 20m MS 85 80;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\MS\20250704 RyeGrass M3M-2 20m MS 85 80
304;DJI_202507061351_007_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-3;Frederic;new;6-Jul-2025;13:59;14:11;;patchy clouds;;;;Yes;Frederic;Thinkstation P8;;12m;85;80;0,95;M3M-3;20250706 RobOat M3M-3 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250706 RobOat M3M-3 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250706 RobOat M3M-3 12m MS 85 80
305;DJI_202507061305_001_25-DLTFarming-Oblique-20m-75-70;RyeGrass;DLT-Farming;3D;M4T;Frederic;;6-Jul-2025;13:06;13:12;;patchy clouds;;;;Not needed;;;;20m;75;70;9,05;M4T;20250706 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250706 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250706 RyeGrass M4T 20m 3D 75 70
306;DJI_202507061335_004_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Frederic;new;6-Jul-2025;13:48;13:51;;patchy clouds;;;;;;;;30m;80;85;2,1;M4T;20250706 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250706 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250706 RobOat M4T 30m Thermal 80 85
307;DJI_202507061335_002_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Frederic;;6-Jul-2025;13:38;13:46;;patchy clouds;;;;Yes;Frederic;Thinkstation P8;;20m;80;85;3,25;M4T;20250706 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250706 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250706 RobOat M4T 20m 3D 80 85
308;DJI_202507081340_008_25-Soldeling-MS-30m-80-85;Soldeling;Soldeling i Landbruk;MS;M3M-2;Ivar;new+extra;8-Jul-2025;13:42;13:48;;;;;;yes;christopher;Thinkstation P8;;30m;80;85;;M3M-2;20250708 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\1_flights\Soldeling\MS\;P:\PheNo\Soldeling\1_flights\Soldeling\MS\20250708 Soldeling M3M-2 30m MS 80 85;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\MS\20250708 Soldeling M3M-2 30m MS 80 85
309;DJI_202507081138_007_25-DLTFarming-Oblique-20m-75-70;RyeGrass;DLT-Farming;3D;M4T;Ivar;;8-Jul-2025;12:00;12:06;;;;;;Not needed;;;;20m;75;70;1,7;M4T;20250708 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\;P:\PheNo\DLT-Farming\1_flights\RyeGrass\3D\20250708 RyeGrass M4T 20m 3D 75 70;P:\PheNo\DLT-Farming\2_1_pix4d\RyeGrass\3D\20250708 RyeGrass M4T 20m 3D 75 70
310;DJI_202507081338_015_25-Soldeling-Oblique-20m-70-75;Soldeling;Soldeling i Landbruk;3D;M4T;Christopher;;8-Jul-2025;13:50;13:55;;;;;;yes;christopher;Thinkstation P8;;20m;70;75;2;M4T;20250708 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\1_flights\Soldeling\3D\;P:\PheNo\Soldeling\1_flights\Soldeling\3D\20250708 Soldeling M4T 20m 3D 70 75;P:\PheNo\Soldeling\2_1_pix4d\Soldeling\3D\20250708 Soldeling M4T 20m 3D 70 75
311;DJI_202507081105_001_25-RobOat-20m-Oblique-80-85;RobOat;RobOat;3D;M4T;Christopher;;8-Jul-2025;11:07;11:15;;;;;;Yes;Frederic;Thinkstation P8;;20m;80;85;2,03;M4T;20250708 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\1_flights\RobOat\3D\;P:\PheNo\RobOat\1_flights\RobOat\3D\20250708 RobOat M4T 20m 3D 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\3D\20250708 RobOat M4T 20m 3D 80 85
312;DJI_202507081256_004_25-E166-MS-30m-85-80;ProBarE166;Proteinbar - E166;MS;M3M-2;Ivar;new+extra;8-Jul-2025;12:59;13:02;;;;;;Yes;Ludvik;Thinkstation P8;;30m;85;80;;M3M-2;20250708 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\;P:\PheNo\ProteinBar\1_flights\ProBarE166\MS\20250708 ProBarE166 M3M-2 30m MS 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\MS\20250708 ProBarE166 M3M-2 30m MS 85 80
313;DJI_202507081319_006_25-E166-Oblique-20m-85-80;ProBarE166;Proteinbar - E166;3D;M3M-2;Ivar;;8-Jul-2025;13:20;13:34;;;;;;Yes;Ludvik;Thinkstation P8;;20m;85;80;;M3M-2;20250708 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\;P:\PheNo\ProteinBar\1_flights\ProBarE166\3D\20250708 ProBarE166 M3M-2 20m 3D 85 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarE166\3D\20250708 ProBarE166 M3M-2 20m 3D 85 80
314;DJI_202507081338_014_25-Pilot-Oblique-30m-70-75;ProBarPilot;Proteinbar - Pilot;3D;M4T;Christopher;;8-Jul-2025;13:39;13:49;;;;;;Yes;Ludvik;Thinkstation P8;;30m;70;75;1,43;M4T;20250708 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\;P:\PheNo\ProteinBar\1_flights\ProBarPilot\3D\20250708 ProBarPilot M4T 30m 3D 70 75;P:\PheNo\ProteinBar\2_1_pix4d\ProBarPilot\3D\20250708 ProBarPilot M4T 30m 3D 70 75
315;DJI_202507081305_012_25-Søråsjordet-Oblique-20m-75-70;ProBarSørås;ProteinBar - Søråsjordet;3D;M4T;Christopher;;8-Jul-2025;13:07;13:25;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;2,9;M4T;20250708 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\;P:\PheNo\ProteinBar\1_flights\ProBarSørås\3D\20250708 ProBarSørås M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarSørås\3D\20250708 ProBarSørås M4T 20m 3D 75 70
316;DJI_202507081208_010_25-RobOat-30m-Thermal-80-85;RobOat;RobOat;Thermal;M4T;Christopher;new+extra;8-Jul-2025;12:26;12:29;;;;;;;;;;30m;80;85;0,7;M4T;20250708 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\1_flights\RobOat\Thermal\;P:\PheNo\RobOat\1_flights\RobOat\Thermal\20250708 RobOat M4T 30m Thermal 80 85;P:\PheNo\RobOat\2_1_pix4d\RobOat\Thermal\20250708 RobOat M4T 30m Thermal 80 85
317;DJI_202507081119_002_25-RobOat-12m-MS-85-80;RobOat;RobOat;MS;M3M-1;Ivar;new+extra;8-Jul-2025;11:21;11:31;;;;;;Yes;Frederic;Thinkstation P8;;12m;85;80;;M3M-2;20250708 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\1_flights\RobOat\MS\;P:\PheNo\RobOat\1_flights\RobOat\MS\20250708 RobOat M3M-2 12m MS 85 80;P:\PheNo\RobOat\2_1_pix4d\RobOat\MS\20250708 RobOat M3M-2 12m MS 85 80
318;DJI_202507081208_009_25-SmartWheatBox-RGB-12m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;RGB;M4T;Christopher;;8-Jul-2025;12:23;12:25;;;;;;;;;;12m;85;80;1,5;M4T;20250708 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\RGB\20250708 SmartWheatBox M4T 12m RGB 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\RGB\20250708 SmartWheatBox M4T 12m RGB 85 80
319;DJI_202507081208_008_25-SmartWheatBox-Oblique-20m-75-70;SmartWheatBox;SmartWheat - DroughtBOX;3D;M4T;Christopher;;8-Jul-2025;12:12;12:22;;;;;;Yes;Ludvik;Thinkstation P8;;20m;70;75;1,55;M4T;20250708 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\3D\20250708 SmartWheatBox M4T 20m 3D 70 75;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\3D\20250708 SmartWheatBox M4T 20m 3D 70 75
320;DJI_202507081138_006_25-G2BOatFrontiers-Oblique-20m-75-70;G2BOatFrontiers;Gene2Bread;3D;M4T;Christopher;;8-Jul-2025;11:53;11:58;;;;;;Yes;Ludvik;Thinkstation P8;;20m;75;70;2,5;M4T;20250708 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\;P:\PheNo\Gene2Bread\1_flights\G2BOatFrontiers\3D\20250708 G2BOatFrontiers M4T 20m 3D 75 70;P:\PheNo\Gene2Bread\2_1_pix4d\G2BOatFrontiers\3D\20250708 G2BOatFrontiers M4T 20m 3D 75 70
321;DJI_202507081138_005_25-DiversityOats-Oblique-20m-75-70;DiversityOats;DiversityOats;3D;M4T;Christopher;;8-Jul-2025;11:40;11:52;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;1,9;M4T;20250708 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\;P:\PheNo\DiversityOats\1_flights\DiversityOats\3D\20250708 DiversityOats M4T 20m 3D 75 70;P:\PheNo\DiversityOats\2_1_pix4d\DiversityOats\3D\20250708 DiversityOats M4T 20m 3D 75 70
322;DJI_202507081105_003_25-SmartWheatGram-Oblique-20m-75-70;SmartWheatGram;SmartWheat - Graminor;3D;M4T;Christopher;;8-Jul-2025;11:23;11:37;;;;;;Yes;Ludvik;Thinkstation P8;;22m;75;70;3,55;M4T;20250708 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\3D\20250708 SmartWheatGram M4T 22m 3D 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\3D\20250708 SmartWheatGram M4T 22m 3D 75 70
323;DJI_202507081105_002_25-ProBarVoll-Oblique-20m-75-70;ProBarVoll;ProteinBar - Vollebekk;3D;M4T;Christopher;;8-Jul-2025;11:16;11:22;;;;;;Yes;Frederic;Thinkstation P8;;20m;75;70;4,3;M4T;20250708 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\3D\20250708 ProBarVoll M4T 20m 3D 75 70;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\3D\20250708 ProBarVoll M4T 20m 3D 75 70
324;DJI_202507081119_003_25-DLTFarming-MS-20m-85-80;RyeGrass;;MS;M3M-1;Ivar;new+extra;8-Jul-2025;11:32;11:43;;;;;;Not needed;;;;;;;;M3M-1;20250708 RyeGrass M3M-1  MS  ;#I/T;#I/T;#I/T
325;DJI_202507101124_001_25-SmartWheatGram-Thermal-20m-75-70;SmartWheatGram;SmartWheat - Graminor;Thermal;M4T;Ivar;flir;10-Jul-2025;11:26;11:30;;;;;;;;;;50m;75;70;1,833333333;M4T;20250710 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatGram\Thermal\20250710 SmartWheatGram M4T 50m Thermal 75 70;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatGram\Thermal\20250710 SmartWheatGram M4T 50m Thermal 75 70
326;DJI_202507101137_003_25-SmartWheatBox-Thermal-20m-80-85;SmartWheatBox;SmartWheat - DroughtBOX;Thermal;M4T;Ivar;flir;10-Jul-2025;11:40;11:44;;;;;;;;;;20m;85;80;1,233333333;M4T;20250710 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\Thermal\20250710 SmartWheatBox M4T 20m Thermal 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\Thermal\20250710 SmartWheatBox M4T 20m Thermal 85 80
327;DJI_202507101123_002_25-SmartWheatBox-MS-20m-85-80;SmartWheatBox;SmartWheat - DroughtBOX;MS;M3M-2;Ludvik;Old+carpet;10-Jul-2025;11:27;11:30;;Was set to manual focus during entire flight. Called 20250710 SmartWheatBox M3M-2 20m MS 85 80-Incorrect;;;;Yes;Frederic;Thinkstation P8;;20m;85;80;1,733333333;M3M-2;20250710 SmartWheatBox M3M-2 20m MS 85 80;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\;P:\PheNo\SmartWheat\1_flights\SmartWheatBox\MS\20250710 SmartWheatBox M3M-2 20m MS 85 80;P:\PheNo\SmartWheat\2_1_pix4d\SmartWheatBox\MS\20250710 SmartWheatBox M3M-2 20m MS 85 80
328;DJI_202507101123_004_25-ProBarVoll-MS-20m-80-80;ProBarVoll;ProteinBar - Vollebekk;MS;M3M-2;Ludvik;Old+carpet;10-Jul-2025;11:34;11:43;;;;;;Yes;Frederic;Thinkstation P8;;20m;80;80;2,066666667;M3M-2;20250710 ProBarVoll M3M-2 20m MS 80 80;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\;P:\PheNo\ProteinBar\1_flights\ProBarVoll\MS\20250710 ProBarVoll M3M-2 20m MS 80 80;P:\PheNo\ProteinBar\2_1_pix4d\ProBarVoll\MS\20250710 ProBarVoll M3M-2 20m MS 80 80
